Item Code,Brand,Category Name,Sub Category Name,UPCItem,UPCCase,Item Description,Size,Store Pack,ADV_Brand,ADV_Category,ADV_SubCategory,ADV_ItemDescrip,ADV_ItemUPC,ADV_CaseUPC10,ADV_Size,ADV_StorePack,RptLvlFilter
325011,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210005110,5210005110,GRILL MATES GRLC HERBS SALT PEPPER,5.47 Z,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,GRILL MATES GRLC HERBS SALT PEPPER,5210005110,null,5.47 Z,6,INCLUDE
325107,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210005107,5210005107,GRILL MATES CRACKED PEPPER GARLIC W SEA SALT SEASO,6.03 Z,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,null,5210005107,5210005107,6.03 Z,6,INCLUDE
325109,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210005109,5210005109,GRILL MATES SMK PAPRIKA ONION GAR PEP S PEPPLT SEA,6.03 Z,6,null,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,GRILL MATES SMK PAPRIKA ONION GAR PEP S PEPPLT SEA,5210005109,null,6.03 Z,6,INCLUDE
328523,OLD BAY,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,7032800523,7032801045,SEAFOOD SEASONING,6 OZ,8,null,null,DRY SEASONING MIX,null,7032800523,7032801045,6 OZ,8,INCLUDE
334474,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210010779,5210010779,TEX MEX CHILI,1.25 Z,12,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,null,null,5210010779,1.25 Z,12,INCLUDE
335919,MCCORMICK,"SALT, SEASONINGS, SPICES",PEPPER,5210013638,5210013638,GRINDER GARLIC PEPPER,1.23Z,6,MCCORMICK,"SALT, SEASONINGS, SPICES",PEPPER,GRINDER GARLIC PEPPER,5210013638,5210013638,1.23Z,6,INCLUDE
336271,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210014259,5210014259,GRILLMATE HAMBURGER,2.75Z,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,GRILLMATE HAMBURGER,5210014259,5210014259,2.75Z,6,INCLUDE
336289,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210014260,5210014260,GRILLMATE MESQUITE SEASONING,2.5 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,GRILLMATE MESQUITE SEASONING,5210014260,5210014260,null,6,INCLUDE
342098,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210002750,5210002750,GLUTEN FREE TACO SEASONING MIX,1.25OZ,12,null,null,DRY SEASONING MIX,GLUTEN FREE TACO SEASONING MIX,5210002750,5210002750,1.25OZ,12,INCLUDE
344152,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210044152,5210056831,PEPPERED COUNTRY GRAVY MIX ADD WATER,2.64 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,PEPPERED COUNTRY GRAVY MIX ADD WATER,5210044152,5210056831,2.64 OZ,6,INCLUDE
344911,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210009180,5210009180,BURRITO SEASONING,1.62OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,BURRITO SEASONING,5210009180,5210009180,null,12,INCLUDE
350123,ZATARAINS,"PICKLES, OLIVES, RELISHES","OLIVES, RIPE",7142904707,7142904707,COCKTAIL OLIVES,10 OZ,12,ZATARAINS,"PICKLES, OLIVES, RELISHES","OLIVES, RIPE",COCKTAIL OLIVES,7142904707,7142904707,10 OZ,12,INCLUDE
351180,JOSE CUERVO,"WATER, SOFT DRINKS, MIXES",SPECIALTY FOODS-MIXERS SELTZERS,81153801120,81153801120,STRAWBERRY MARGARITA MIX 1 LTR,1 LTR,12,JOSE CUERVO,"WATER, SOFT DRINKS, MIXES",SPECIALTY FOODS-MIXERS SELTZERS,STRAWBERRY MARGARITA MIX 1 LTR,1153801120,1153801120,1 LTR,12,INCLUDE
351181,JOSE CUERVO,"WATER, SOFT DRINKS, MIXES",SPECIALTY FOODS-MIXERS SELTZERS,81153801121,81153801121,LIME MARGARITA MIX 1 LTR,1 LTR,12,JOSE CUERVO,"WATER, SOFT DRINKS, MIXES",SPECIALTY FOODS-MIXERS SELTZERS,LIME MARGARITA MIX 1 LTR,1153801121,1153801121,null,12,INCLUDE
351182,JOSE CUERVO,"WATER, SOFT DRINKS, MIXES",SPECIALTY FOODS-MIXERS SELTZERS,81153801114,81153801114,STRAWBERRY MARGARITA MIX 1.75 LTR,1.75 LTR,6,JOSE CUERVO,"WATER, SOFT DRINKS, MIXES",SPECIALTY FOODS-MIXERS SELTZERS,null,null,1153801114,null,null,INCLUDE
351183,JOSE CUERVO,"WATER, SOFT DRINKS, MIXES",SPECIALTY FOODS-MIXERS SELTZERS,81153801115,81153801115,LIME MARGARITA MIX 1.75 LTR,1.75 LTR,6,null,"WATER, SOFT DRINKS, MIXES",SPECIALTY FOODS-MIXERS SELTZERS,LIME MARGARITA MIX 1.75 LTR,1153801115,1153801115,1.75 LTR,6,INCLUDE
351455,LAWRYS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,2150001455,2150001455,GARLIC POWDER,3.12Z,6,null,null,SPICES & SEASONINGS,GARLIC POWDER,2150001455,2150001455,3.12Z,null,INCLUDE
351461,LAWRYS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,2150001461,2150001461,CHILI POWDER,2.5OZ,6,LAWRYS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,CHILI POWDER,2150001461,2150001461,2.5OZ,6,INCLUDE
351467,LAWRYS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,2150001467,2150001467,GROUND CINNAMON,2.37 Z,6,LAWRYS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,GROUND CINNAMON,2150001467,2150001467,2.37 Z,6,INCLUDE
352470,LAWRYS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,2150001470,2150001470,ONION  POWDER,2.62Z,6,LAWRYS,null,SPICES & SEASONINGS,ONION  POWDER,2150001470,2150001470,2.62Z,6,INCLUDE
352473,LAWRYS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,2150001473,2150001473,PAPRIKA,2.12Z,6,LAWRYS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,PAPRIKA,2150001473,2150001473,2.12Z,6,INCLUDE
353698,LAWRYS,"SALT, SEASONINGS, SPICES",SALT,2150005850,2150005850,GARLIC SALT,6 OZ,12,LAWRYS,"SALT, SEASONINGS, SPICES",SALT,GARLIC SALT,null,2150005850,6 OZ,12,INCLUDE
357137,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210084586,5210084586,ITALIAN HERB SEASONING GRINDER,.77 OZ.,6,MCCORMICK,null,SPICES & SEASONINGS,null,5210084586,5210084586,.77 OZ.,6,INCLUDE
357251,MCCORMICK,"SALT, SEASONINGS, SPICES",SALT,5210074602,5210074602,SEA SALT GRINDER,2.12OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",null,SEA SALT GRINDER,5210074602,5210074602,2.12OZ,null,INCLUDE
357269,MCCORMICK,"SALT, SEASONINGS, SPICES",PEPPER,5210074604,5210074604,PEPPERCORN MEDLEY GRINDER CAP,.85 OZ,6,MCCORMICK,null,PEPPER,PEPPERCORN MEDLEY GRINDER CAP,5210074604,5210074604,.85 OZ,6,INCLUDE
360271,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,4150074510,4150074510,ORIGINAL REDHOT BUFFALO WING SAUCE,12 OZ,12,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,null,4150074510,4150074510,12 OZ,12,INCLUDE
360272,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,4150077073,4150099282,RED HOT CHILE N LIME SAUCE,12 OZ,5,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,RED HOT CHILE N LIME SAUCE,4150077073,4150099282,12 OZ,5,INCLUDE
360273,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,4150079953,4150099278,EXTRA HOT SAUCE,12 OZ,5,null,CONDIMENTS & SAUCES,HOT SAUCE,EXTRA HOT SAUCE,null,4150099278,12 OZ,5,INCLUDE
360274,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,4150098980,4150099279,STINGIN HONEY GARLIC SAUCE,12 OZ,5,FRANKS RED HOT,null,HOT SAUCE,STINGIN HONEY GARLIC SAUCE,4150098980,4150099279,null,5,INCLUDE
360275,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,4150081843,4150099280,WINGS HOT BUFFALO SAUCE,12 OZ,5,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,WINGS HOT BUFFALO SAUCE,4150081843,null,12 OZ,5,INCLUDE
360276,FRANKS RED HOT,"SALAD DRESSING, MAYONNAISE, & DIPS",DRY SALAD DRESSINGS & DIPS,4150000106,4150000106,RANCH DIP SEASONING MIX,.87 OZ,12,null,null,DRY SALAD DRESSINGS & DIPS,RANCH DIP SEASONING MIX,4150000106,4150000106,.87 OZ,12,INCLUDE
360277,FRANKS RED HOT,"SALAD DRESSING, MAYONNAISE, & DIPS",DRY SALAD DRESSINGS & DIPS,4150000105,4150000105,QUESO DIP SEASONING MIX,.87 OZ,12,FRANKS RED HOT,"SALAD DRESSING, MAYONNAISE, & DIPS",DRY SALAD DRESSINGS & DIPS,QUESO DIP SEASONING MIX,null,null,.87 OZ,12,INCLUDE
360278,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,4150001069,4150001069,THICK SAUCE BUFFALO RANCH,12 OZ,6,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,THICK SAUCE BUFFALO RANCH,4150001069,null,12 OZ,null,INCLUDE
360279,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,4150001066,4150001066,THICK SAUCE HONEY BOURBON,14 OZ,6,FRANKS RED HOT,null,HOT SAUCE,THICK SAUCE HONEY BOURBON,4150001066,null,14 OZ,6,INCLUDE
360280,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,4150001067,4150001067,THICK SAUCE ORIGINAL,13 OZ,6,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,THICK SAUCE ORIGINAL,null,null,13 OZ,null,INCLUDE
360281,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,4150001068,4150001068,THICK SAUCE BUFFALO,14 OZ,6,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,THICK SAUCE BUFFALO,4150001068,null,14 OZ,6,INCLUDE
370064,LAWRYS,CONDIMENTS & SAUCES,MARINADES,2150004217,2150004217,STEAK AND CHOP MARINADE WITH SOY SAUCE,12 OZ,6,LAWRYS,CONDIMENTS & SAUCES,MARINADES,null,2150004217,null,12 OZ,6,INCLUDE
370163,FRENCHS,CONDIMENTS & SAUCES,MUSTARD,4150000031,4150000031,CLASSIC YELLOW MUSTARD,20 OZ,12,FRENCHS,CONDIMENTS & SAUCES,MUSTARD,CLASSIC YELLOW MUSTARD,4150000031,4150000031,20 OZ,12,INCLUDE
370171,FRENCHS,CONDIMENTS & SAUCES,MUSTARD,4150000025,4150000025,CLASSIC YELLOW MUSTARD,14 OZ,16,FRENCHS,CONDIMENTS & SAUCES,MUSTARD,CLASSIC YELLOW MUSTARD,4150000025,4150000025,14 OZ,16,INCLUDE
370353,BEST CHOICE,"SALT, SEASONINGS, SPICES",SALT,7003830851,7003830851,SEASONED SALT,4.75 OZ,12,BEST CHOICE,"SALT, SEASONINGS, SPICES",SALT,SEASONED SALT,7003830851,7003830851,null,12,INCLUDE
370379,BEST CHOICE,"SALAD DRESSING, MAYONNAISE, & DIPS",BACON TOPPINGS,7003830852,7003830852,BACON BITS,2 OZ,12,null,"SALAD DRESSING, MAYONNAISE, & DIPS",BACON TOPPINGS,null,7003830852,7003830852,null,12,INCLUDE
370411,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003830853,7003830853,CHILI POWDER,2.87 OZ,12,null,"SALT, SEASONINGS, SPICES",null,CHILI POWDER,7003830853,7003830853,2.87 OZ,12,INCLUDE
370452,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003830860,7003830860,PARSLEY FLAKES,.4 OZ,12,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,PARSLEY FLAKES,7003830860,7003830860,.4 OZ,12,INCLUDE
370478,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003830856,7003830856,OREGANO LEAVES,.87 OZ,12,null,null,SPICES & SEASONINGS,OREGANO LEAVES,null,7003830856,.87 OZ,12,INCLUDE
370544,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003830854,7003830854,GROUND CINNAMON,2.37 OZ,12,BEST CHOICE,null,SPICES & SEASONINGS,GROUND CINNAMON,7003830854,7003830854,2.37 OZ,12,INCLUDE
370593,BEST CHOICE,"SALT, SEASONINGS, SPICES",SALT,7003830859,7003830859,ONION SALT,5.5 OZ,12,BEST CHOICE,"SALT, SEASONINGS, SPICES",null,ONION SALT,7003830859,7003830859,5.5 OZ,12,INCLUDE
370601,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003830861,7003830861,ONION POWDER,2.62 OZ,12,null,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,ONION POWDER,7003830861,7003830861,null,12,INCLUDE
370619,BEST CHOICE,"SALT, SEASONINGS, SPICES",SALT,7003830858,7003830858,GARLIC SALT,5.7 OZ,12,BEST CHOICE,"SALT, SEASONINGS, SPICES",SALT,GARLIC SALT,7003830858,7003830858,5.7 OZ,12,INCLUDE
370643,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003830857,7003830857,GARLIC POWDER,2.5 OZ,12,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,GARLIC POWDER,7003830857,7003830857,null,12,INCLUDE
370650,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003830855,7003830855,CHOPPED ONIONS,1.75 OZ,12,null,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,CHOPPED ONIONS,7003830855,null,1.75 OZ,12,INCLUDE
370759,MCCORMICK,"SALT, SEASONINGS, SPICES",MSG & MEAT TENDERIZERS,5210006210,5210006210,MEAT TENDERIZER UNSEASONED,3.37 Z,12,null,null,MSG & MEAT TENDERIZERS,MEAT TENDERIZER UNSEASONED,5210006210,null,3.37 Z,null,INCLUDE
370817,MCCORMICK,"SALT, SEASONINGS, SPICES",MSG & MEAT TENDERIZERS,5210006040,5210006040,MEAT TENDERIZER,3.12 Z,12,MCCORMICK,"SALT, SEASONINGS, SPICES",MSG & MEAT TENDERIZERS,MEAT TENDERIZER,5210006040,null,3.12 Z,12,INCLUDE
370890,LAWRYS,"SALT, SEASONINGS, SPICES",SALT,2150000056,2150005600,GARLIC SALT,3 OZ,12,LAWRYS,"SALT, SEASONINGS, SPICES",SALT,GARLIC SALT,null,null,3 OZ,12,INCLUDE
371000,FRENCHS,DOLLAR ITEMS,DOLLAR SNACKS,4150089443,4150089443,POTATO STICKS ORIGINAL,2.25 OZ,12,FRENCHS,DOLLAR ITEMS,DOLLAR SNACKS,POTATO STICKS ORIGINAL,4150089443,4150089443,null,12,INCLUDE
371001,FRENCHS,DOLLAR ITEMS,DOLLAR SNACKS,4150089445,4150089445,POTATO STICKS BUFFALO,2.25 OZ,1,FRENCHS,null,null,POTATO STICKS BUFFALO,null,4150089445,2.25 OZ,null,INCLUDE
371104,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003830302,7003830302,POULTRY SEASONING,2.37 OZ,12,null,"SALT, SEASONINGS, SPICES",null,POULTRY SEASONING,7003830302,7003830302,2.37 OZ,12,EXCLUDE
371211,BEST CHOICE,"SALT, SEASONINGS, SPICES",MSG & MEAT TENDERIZERS,7003836457,7003836457,MEAT TENDERIZER,5.25 OZ,12,BEST CHOICE,"SALT, SEASONINGS, SPICES",null,MEAT TENDERIZER,7003836457,7003836457,5.25 OZ,null,EXCLUDE
371237,BEST CHOICE,"SALT, SEASONINGS, SPICES",PEPPER,7003836451,7003864194,BLACK PEPPER,1.87 OZ,12,BEST CHOICE,"SALT, SEASONINGS, SPICES",null,BLACK PEPPER,7003836451,7003864194,1.87 OZ,null,EXCLUDE
371252,BEST CHOICE,"SALT, SEASONINGS, SPICES",PEPPER,7003836453,7003836453,CRUSHED RED PEPPER,1.75 OZ,12,BEST CHOICE,null,PEPPER,null,7003836453,7003836453,1.75 OZ,12,EXCLUDE
371260,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003836452,7003836452,BASIL LEAVES,.75 OZ,12,null,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,BASIL LEAVES,7003836452,7003836452,null,12,EXCLUDE
371328,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003836455,7003836455,LEMON PEPPER SEASONING,3.75 OZ,12,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,null,7003836455,7003836455,3.75 OZ,12,EXCLUDE
371344,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003836454,7003836454,ITALIAN SEASONING,.87 OZ,12,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,ITALIAN SEASONING,7003836454,7003836454,.87 OZ,null,EXCLUDE
371351,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000428,5210000428,CHILI POWDER,2.5 OZ,6,MCCORMICK,null,SPICES & SEASONINGS,CHILI POWDER,5210000428,5210000428,2.5 OZ,6,INCLUDE
371550,ZATARAINS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7142901550,7142901326,XTRA SPICY DRY CRAB BOIL,3 OZ,6,ZATARAINS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,XTRA SPICY DRY CRAB BOIL,7142901550,7142901326,3 OZ,6,INCLUDE
371570,ZATARAINS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7142901570,7142901328,CRAB SHRIMP BOIL DRY,3 OZ,6,ZATARAINS,"SALT, SEASONINGS, SPICES",null,CRAB SHRIMP BOIL DRY,7142901570,7142901328,null,6,INCLUDE
371802,LAWRYS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,2150004050,2150004050,GARLIC POWDER,5.5 OZ,12,null,"SALT, SEASONINGS, SPICES",null,GARLIC POWDER,null,2150004050,5.5 OZ,12,INCLUDE
371836,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210001744,5210001744,CHILI MILD LESS SODIUM,1.25 Z,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,CHILI MILD LESS SODIUM,5210001744,5210001744,1.25 Z,12,INCLUDE
371837,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210007122,5210007122,ONION POWDER,4.5 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",null,ONION POWDER,null,5210007122,4.5 OZ,12,INCLUDE
371849,LAWRYS,CONDIMENTS & SAUCES,MARINADES,2150004216,2150004216,MARINADE BAJA CHIPOTLE,12 OZ,6,LAWRYS,CONDIMENTS & SAUCES,MARINADES,MARINADE BAJA CHIPOTLE,2150004216,2150004216,null,6,INCLUDE
372003,ALWAYS SAVE,"SALT, SEASONINGS, SPICES",SALT,7003833585,7003833585,GARLIC SALT,15 OZ,12,ALWAYS SAVE,"SALT, SEASONINGS, SPICES",SALT,GARLIC SALT,null,null,15 OZ,12,INCLUDE
372011,MCCORMICK,"SALT, SEASONINGS, SPICES",PEPPER,5210002570,5210002570,CALIF BLEND LEMON PEPPER,2.5 OZ,12,null,"SALT, SEASONINGS, SPICES",null,CALIF BLEND LEMON PEPPER,5210002570,5210002570,2.5 OZ,null,INCLUDE
372060,ALWAYS SAVE,"SALAD DRESSING, MAYONNAISE, & DIPS",BACON TOPPINGS,7003833542,7003833542,IMITATION BACON BITS,6.75 Z,12,ALWAYS SAVE,"SALAD DRESSING, MAYONNAISE, & DIPS",null,IMITATION BACON BITS,7003833542,7003833542,6.75 Z,null,INCLUDE
372102,ALWAYS SAVE,"SALT, SEASONINGS, SPICES",PEPPER,7003833555,7003864197,BLACK PEPPER,6 OZ,12,null,"SALT, SEASONINGS, SPICES",PEPPER,BLACK PEPPER,7003833555,null,6 OZ,12,INCLUDE
372108,ZATARAINS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7142912108,7142901325,CREOLE SEASONING,17 OZ,6,ZATARAINS,"SALT, SEASONINGS, SPICES",null,CREOLE SEASONING,null,7142901325,17 OZ,null,INCLUDE
372110,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210004565,5210004565,CALIFORNIA STYLE ONION POWDER,2.62 Z,12,null,null,null,CALIFORNIA STYLE ONION POWDER,5210004565,5210004565,2.62 Z,12,INCLUDE
372151,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000843,5210000843,PERFECT PINCH GARLIC & HERB SALF FREE,2.75OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",null,PERFECT PINCH GARLIC & HERB SALF FREE,5210000843,5210000843,2.75OZ,6,INCLUDE
372178,ZATARAINS,"SALT, SEASONINGS, SPICES",EXTRACTS,7142902178,7142901323,ROOT BEER EXTRACT,4 OZ,6,ZATARAINS,"SALT, SEASONINGS, SPICES",EXTRACTS,ROOT BEER EXTRACT,7142902178,7142901323,4 OZ,6,INCLUDE
372219,ALWAYS SAVE,"SALT, SEASONINGS, SPICES",PEPPER,7003833541,7003864196,BLACK PEPPER,3 OZ,12,ALWAYS SAVE,"SALT, SEASONINGS, SPICES",PEPPER,BLACK PEPPER,7003833541,7003864196,3 OZ,12,INCLUDE
372243,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000705,5210000705,PERFECT PINCH CARIBBEAN JERK SEASONING,3.25OZ,6,null,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,PERFECT PINCH CARIBBEAN JERK SEASONING,5210000705,5210000705,3.25OZ,6,INCLUDE
372260,LAWRYS,"SALT, SEASONINGS, SPICES",SALT,2150001260,2150001260,CASERO TOTAL SEASONING,10.75 OZ,12,null,"SALT, SEASONINGS, SPICES",SALT,CASERO TOTAL SEASONING,2150001260,2150001260,10.75 OZ,12,INCLUDE
372261,LAWRYS,"SALT, SEASONINGS, SPICES",SALT,2150001261,2150001261,CASERO CARNE ASADA SEASONING,11.25 OZ,12,LAWRYS,"SALT, SEASONINGS, SPICES",null,CASERO CARNE ASADA SEASONING,null,null,11.25 OZ,12,INCLUDE
372292,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000023,5210000023,PERFECT PINCH ROTISSERIE CHICKEN,3.12 Z,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,PERFECT PINCH ROTISSERIE CHICKEN,5210000023,null,3.12 Z,6,INCLUDE
372375,MCCORMICK,"SALT, SEASONINGS, SPICES",PEPPER,5210000286,5210000286,RED PEPPER,1 OZ,6,null,"SALT, SEASONINGS, SPICES",PEPPER,RED PEPPER,null,5210000286,1 OZ,6,INCLUDE
372383,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000838,5210000838,CILANTRO LEAVES,.50 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",null,null,5210000838,5210000838,.50 OZ,6,INCLUDE
372409,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000212,5210000212,GROUND ALLSPICE,.9 OZ,6,null,null,null,GROUND ALLSPICE,5210000212,5210000212,.9 OZ,6,INCLUDE
372417,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000213,5210000213,COR ALLSPICE WHOLE,.75 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",null,COR ALLSPICE WHOLE,5210000213,5210000213,.75 OZ,6,INCLUDE
372425,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000214,5210000214,GRANULATED ALUM,1.9 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,null,5210000214,null,null,6,INCLUDE
372433,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210007139,5210007139,CALIFORNIA STYLE GARLIC POWDER,3 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,CALIFORNIA STYLE GARLIC POWDER,5210007139,5210007139,3 OZ,12,INCLUDE
372441,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000262,5210000262,MC COR APPLE SPICE,1.12OZ,6,MCCORMICK,null,null,null,null,null,1.12OZ,6,INCLUDE
372458,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000696,5210000696,BASIL LEAVES,.62 OZ,6,MCCORMICK,null,SPICES & SEASONINGS,BASIL LEAVES,5210000696,5210000696,.62 OZ,6,INCLUDE
372466,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000698,5210000698,MC BAY LEAVES,.12 OZ,6,null,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,MC BAY LEAVES,5210000698,5210000698,.12 OZ,6,INCLUDE
372474,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000217,5210000217,CARAWAY SEED,.9 OZ,6,MCCORMICK,null,null,CARAWAY SEED,5210000217,5210000217,null,6,INCLUDE
372508,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000706,5210000706,CELERY FLAKES,.5 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,CELERY FLAKES,null,5210000706,.5 OZ,null,INCLUDE
372524,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000432,5210000432,CHILI POWDER HOT MEXICAN,2.5 OZ,6,MCCORMICK,null,SPICES & SEASONINGS,CHILI POWDER HOT MEXICAN,5210000432,5210000432,2.5 OZ,6,INCLUDE
372557,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000707,5210000707,FREEZE DRIED CHIVES,.12 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,FREEZE DRIED CHIVES,5210000707,5210000707,.12 OZ,6,INCLUDE
372573,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000438,5210000438,GROUND CINNAMON,2.37 Z,6,MCCORMICK,null,SPICES & SEASONINGS,null,null,5210000438,2.37 Z,null,INCLUDE
372581,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000442,5210000442,CINNAMON STICKS,.75 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,CINNAMON STICKS,null,5210000442,.75 OZ,6,INCLUDE
